436,1.37,8.8
343,1.3,12.35
2408,20.9,73.67
406,0.84,9.8
436,1.64,10.8
1526,4.03,27.25
698,2.85,18.5
422,1.7,12.8
213,1.1,10.3
396,1.6,12.95
1984,5.33,33.36
414,1.8,14.15
1579,12.82,38.3
578,1.62,10.3
1427,15.4,43.3
228,0.96,8.8
376,2.0,11.8
319,0.9,9.3
810,3.3,16.8
952,3.1,20.15
1485,11.17,42.42
536,3.51,14.8
1171,7.36,41.78
308,1.1,9.8
752,3.0,18.17
261,0.8,11.16
1582,20.64,56.3
2144,20.6,63.92
1207,15.66,66.36
857,3.49,16.8
482,2.21,13.8
1780,11.5,35.3
590,2.41,16.56
1187,9.88,73.27
852,9.93,28.8
568,5.44,48.96
460,1.77,14.16
362,1.77,14.12
2431,19.38,70.7
528,1.46,12.3
1722,18.99,60.3
1730,19.3,72.3
2,0.0,80.76
227,0.6,9.96
583,0.94,13.81
1663,17.64,66.42
440,1.45,12.96
1078,5.25,26.76
926,4.2,20.8
2268,13.75,51.36
1714,14.68,51.36
1207,5.2,26.76
42,0.0,3.8
383,0.0,6.8
209,0.0,5.3
81,0.0,4.3
1484,2.0,17.8
127,0.4,7.3
616,2.25,14.3
15,0.0,78.35
811,7.98,24.3
787,3.4,19.55
569,2.56,11.8
348,1.6,12.95
504,1.22,13.56
432,2.74,15.96
287,1.1,9.8
441,2.5,13.8
297,1.3,11.75
1181,5.2,22.8
954,4.2,23.5
1429,17.94,73.7
755,3.4,16.31
758,3.48,20.38
91,0.29,7.3
173,0.75,9.96
1670,16.9,47.8
1528,11.95,46.56
69,0.3,6.8
729,3.4,16.3
186,0.9,8.8
543,0.0,4.94
34,0.0,3.8
106,0.61,11.3
646,3.19,17.76
692,2.6,19.1
1871,10.11,40.3
453,1.1,11.88
2136,13.47,41.3
992,3.41,17.8
215,1.01,9.68
196,1.26,7.88
493,2.7,17.8
615,2.4,13.8
385,1.1,10.3
518,2.21,16.64
403,1.91,13.3
215,1.08,10.56
1358,6.39,31.62
493,2.16,15.36
74,0.41,7.3
1495,12.3,44.3
187,1.18,9.3
282,1.43,10.3
661,3.12,15.3
384,1.8,14.75
209,0.99,8.8
654,2.32,13.3
549,5.2,17.3
523,1.65,14.16
333,1.1,11.75
372,1.13,7.8
384,1.57,11.3
885,3.2,16.8
1534,8.5,31.3
791,2.79,15.3
940,5.01,20.8
273,1.5,10.37
319,1.25,10.8
808,3.4,16.8
463,2.4,16.0
748,3.3,18.6
1180,5.91,23.3
451,2.56,14.3
1258,10.19,40.56
655,6.18,24.3
601,1.79,12.8
141,0.49,5.3
388,1.8,14.15
638,3.8,21.3
401,1.9,15.3
494,1.5,11.3
518,1.71,15.38
295,0.82,11.16
375,1.0,12.35
208,1.4,9.8
999,7.2,25.8
2045,7.89,39.36
603,2.8,11.8
1534,7.5,47.8
571,2.02,15.3
1913,6.9,29.8
763,4.0,20.3
551,2.59,15.87
629,2.9,17.75
263,0.8,11.0
461,1.4,13.55
357,1.68,12.74
275,0.84,11.62
1435,7.52,27.8
320,0.7,9.3
487,1.7,14.75
1284,10.7,35.3
832,4.08,21.36
531,2.29,15.96
1153,5.6,29.64
367,2.3,15.35
905,3.94,17.3
1580,19.21,70.7
552,3.46,14.8
1932,21.2,71.42
215,1.06,11.16
439,2.08,12.3
834,4.52,18.8
475,1.67,9.3
421,2.3,12.8
120,0.32,4.8
323,1.6,10.3
903,1.96,19.89
180,0.8,9.3
703,2.7,16.3
307,1.67,12.96
401,1.9,11.8
351,1.4,10.8
857,4.32,20.3
1356,10.4,33.3
256,1.3,11.75
1365,17.6,54.97
348,2.38,11.8
287,1.67,12.36
664,3.12,17.3
613,9.36,26.8
473,1.41,11.8
383,1.1,10.3
890,4.93,20.8
612,2.07,10.8
489,2.23,15.36
450,2.24,14.5
723,3.5,16.3
840,1.6,14.8
1120,1.7,18.95
336,0.97,9.3
1174,3.44,24.12
354,1.03,9.8
234,0.9,10.55
265,1.0,11.15
155,0.8,8.3
558,3.5,16.3
1147,5.6,26.75
428,5.39,17.3
430,1.4,14.3
485,3.3,18.55
916,7.0,30.36
308,1.13,9.8
351,1.97,13.56
819,3.1,17.38
567,2.3,10.8
2506,20.24,65.92
598,4.68,21.96
358,1.56,12.8
690,2.5,16.3
383,1.1,11.75
1016,3.9,18.8
465,1.5,12.53
149,0.76,9.96
595,3.79,16.3
904,5.44,21.3
1448,16.49,73.7
358,1.33,13.5
681,2.31,17.16
472,2.1,14.75
450,2.4,15.38
179,0.49,5.3
372,0.88,7.3
955,4.3,23.76
1785,9.36,42.25
432,1.67,14.05
124,0.52,7.8
601,3.24,17.76
463,1.4,8.8
543,5.32,17.3
548,2.67,11.3
729,3.53,16.8
552,1.76,14.16
198,0.87,10.12
836,4.39,18.8
393,1.7,13.56
782,4.54,20.0
1382,7.46,32.76
484,1.34,10.8
655,2.17,16.56
487,2.1,17.3
433,1.77,11.8
826,2.64,15.3
631,2.7,17.16
201,0.52,8.3
735,3.86,21.62
677,3.03,18.36
313,0.94,12.09
624,2.49,17.16
713,2.91,18.36
553,2.45,15.96
340,1.68,11.88
104,0.73,9.0
383,1.64,14.69
461,1.97,12.3
504,2.3,16.0
790,3.31,16.8
1328,5.2,73.7
213,0.97,8.8
409,2.4,14.76
318,1.34,11.3
1258,6.3,34.8
527,2.1,12.8
222,0.8,10.3
380,2.25,14.75
289,1.61,10.3
1235,6.04,26.3
525,1.86,14.51
242,1.1,11.6
37,0.17,110.85
177,0.54,8.8
966,5.69,26.16
194,0.93,8.8
358,1.06,9.8
1611,20.59,69.12
201,1.2,10.3
1034,4.57,20.8
355,1.1,9.8
614,3.33,16.3
321,0.77,11.16
275,1.45,10.3
638,2.65,11.8
290,1.12,9.3
293,0.94,11.16
41,0.26,6.8
1746,8.24,36.96
1076,5.83,26.76
1078,5.9,28.95
481,1.63,11.8
376,2.2,12.8
777,3.98,20.76
349,1.11,11.76
367,1.05,11.76
847,4.29,24.44
605,2.6,18.3
1272,12.37,38.3
533,1.6,11.8
846,2.8,16.3
950,4.8,20.8
1549,10.52,35.3
1400,5.86,24.8
199,0.4,5.8
1005,6.17,24.3
293,0.8,9.3
735,2.33,17.94
152,0.96,8.3
257,0.87,8.8
494,2.97,17.25
289,2.15,11.3
1737,20.65,73.7
554,3.59,18.36
86,2.3,187.92
771,5.13,24.96
293,0.87,11.16
365,1.67,14.69
1049,5.41,26.16
566,2.5,17.15
584,2.94,16.59
809,3.81,20.0
441,2.1,12.3
254,0.72,8.8
243,1.46,10.3
832,3.5,20.16
200,0.81,8.3
201,0.37,5.3
378,0.68,7.3
160,0.58,5.8
237,0.4,9.95
135,0.57,6.36
459,2.04,14.76
1391,7.3,27.3
659,3.05,15.3
1386,16.1,45.3
78,0.37,6.8
1380,10.63,34.8
540,2.1,16.6
314,1.54,10.3
358,1.7,11.3
458,3.29,14.3
569,2.4,18.3
440,2.76,13.3
438,1.5,12.3
489,2.2,13.3
470,2.06,15.99
328,1.07,9.8
817,2.21,17.25
2114,12.07,41.3
195,0.67,9.54
912,4.4,21.8
1217,9.63,38.76
233,0.49,9.1
79,0.4,7.3
1080,5.62,22.3
427,1.8,13.55
131,0.7,9.35
652,3.91,17.3
385,1.0,12.35
233,1.0,11.15
321,1.25,10.3
1301,8.16,35.3
2442,12.3,43.9
700,4.54,17.8
280,1.02,9.3
1116,11.19,32.3
416,2.22,14.76
272,0.84,11.16
878,4.28,21.96
424,2.12,11.76
1695,18.1,69.42
593,3.93,27.5
283,1.0,9.8
634,2.9,15.3
203,1.2,10.7
1293,10.2,42.25
255,1.3,9.8
138,0.9,5.8
457,2.8,13.8
96,0.7,7.8
727,4.42,21.96
482,2.1,14.72
222,1.28,11.16
390,1.92,14.16
981,4.77,20.8
168,0.63,5.3
304,3.05,13.8
408,2.4,12.3
1723,18.05,66.36
290,1.2,7.3
49,0.11,6.3
1115,4.39,24.36
920,5.71,21.8
449,1.18,13.5
315,1.4,10.3
417,1.19,10.8
880,1.47,17.88
713,2.55,19.24
226,0.57,9.6
675,4.12,17.3
535,2.8,14.3
1500,7.4,28.8
1187,3.85,20.3
1485,8.0,36.35
981,5.2,25.56
670,3.47,18.96
582,2.1,13.3
227,0.8,11.8
309,0.9,9.3
521,3.4,18.95
608,2.39,13.3
1076,4.19,20.3
642,2.22,16.56
277,0.85,10.12
1799,13.18,50.16
1381,17.64,73.7
1773,10.3,34.3
1021,5.2,26.15
499,1.48,11.8
491,2.49,10.8
471,0.24,7.8
141,0.63,7.8
193,0.7,5.8
247,0.7,8.8
1446,11.1,41.92
440,3.4,12.8
859,4.56,22.56
213,0.8,10.55
683,1.66,15.96
668,3.1,18.35
897,4.3,18.8
840,4.07,22.56
411,1.76,12.8
1417,7.3,27.3
619,2.14,9.8
427,1.99,11.3
352,2.31,13.8
931,4.22,23.16
1420,3.81,20.8
317,1.24,9.8
170,1.2,9.3
462,2.8,16.55
303,0.79,11.16
635,2.57,20.05
1135,6.41,25.3
268,0.83,6.8
343,2.7,10.8
776,4.4,23.15
298,1.06,11.76
740,4.12,17.8
235,1.0,11.6
2343,19.09,61.42
701,3.83,16.3
762,7.42,30.36
2023,11.4,39.8
154,0.69,5.8
219,1.17,10.3
1256,6.3,32.89
1043,5.92,23.3
1692,17.14,64.87
332,1.0,11.75
188,1.0,9.8
844,3.5,17.8
449,2.4,14.75
826,2.0,12.8
207,0.59,7.8
471,1.6,13.8
1359,6.2,25.3
1532,11.3,37.8
854,1.9,15.3
771,4.25,17.8
722,2.7,18.35
343,1.0,10.8
1214,10.06,32.8
278,1.44,10.4
1483,8.42,37.56
1592,22.27,64.3
528,2.96,16.56
570,2.08,12.8
244,1.36,11.76
208,0.9,8.8
739,4.44,16.3
913,7.77,23.8
33,0.0,0.0
63,0.46,7.3
1811,17.02,73.7
516,2.4,15.95
88,0.6,9.35
91,0.7,8.8
271,1.61,10.3
176,1.1,8.8
173,1.31,9.3
448,2.2,12.8
532,2.05,14.76
1107,6.5,24.8
424,1.82,13.56
849,4.5,25.05
315,1.0,9.8
130,0.69,7.8
713,5.71,25.56
244,1.6,12.35
429,1.2,8.3
475,2.44,15.36
